label,filtered_word
1.0,價格 合理 舒適 房間 老闆娘 人 好 自己 做 早餐 給 旅客 重點 早餐 吃到飽
0.0,內部 房間 乾淨 有 大 場地 讓 團體 使用 我 覺得 棒
0.0,隔音(A) 房間 小 美中不足 沒有 乾 濕 分離
1.0,房子 設計 棒 房間 採光 好 大廳 挑高 氣派 房價 合理 台東 住 民宿
1.0,Cp值 高 乾淨 舒適 空間 大 樓下 有 免費 吐司 咖啡 老闆 回復 速度 快
1.0,會客室 提供 免費 飲料 簡易 早餐 房間 設計 高雅 有 洗衣機 整體 小 美
1.0,風景 幽美 靠近 湖 邊 地方 地點 適中 房間 優雅 清潔 衛生 服務 親切 高貴 貴
0.0,在 日月潭 地區 棒 一 個 飯店 服務 人員 親切 放鬆 來 一 趟 旅程
0.0,設備 部分 去 本 館 那裡 有 泳池 三溫暖 撞球 跟 Xbox360 設施
0.0,雅房 浴室 在 房間 外 房子 門口 烤 肉 老闆 提供 桌椅 坐 聊天
0.0,營地 氣氛 悠閒 設備 齊全 有 交誼廳 聊天 看 電視 衛浴 空間 乾淨
0.0,風景 好 近 海港 海港 邊 有 玩水 密境 魚船 回 港 批 魚貨 新鮮 便宜
0.0,房間 乾淨 舒適 寧靜 安全 到 澎湖 觀光 旅遊 住宿 最佳(A) 選擇
0.0,貴 民宿 老闆 老闆娘 親切 管家人 不錯
1.0,加 一 顆 星 六星級 cp值 高 老闆 人 好
1.0,離 鬧區 價格 便宜 房間 安靜 停車 方便 早餐 肉燥飯 豆漿 大推
1.0,舊 飯店 空間 配置 擁擠 有 免費 餅乾 茶包 咖啡包 附近 有 夜市 熱鬧
0.0,陸客團 住宿 飯店 有 大型 停車場 距離 嘉義 車站 不遠
0.0,交通 位置 好 老闆 nice 推薦 很多 美食 浮潛 行程 棒 下 次 想
0.0,老闆 人 熱心 房間 有 大 陽台 乾淨 有 質感 有 溫度 舒服 民宿
0.0,門口 除了 有 隱藏 鞋櫃 人工 草皮 外 有 一 個 沖 水 空間 民宿 內 用品 品質 不錯
0.0,二 特區 體驗 輕軌 鐵道 感受 港都 高雄 多樣化 魅力 真心 推薦
0.0,棒 藝術 空間 吃 東西 住宿 有 不同 展覽 老闆娘 超正
0.0,有 溫暖 有 內涵 民宿 值得 放鬆 渡假 推薦
0.0,餐點 用心 精緻 感受 女 老闆 對於 食材 要求 店 內 有 貼心 情人節 活動 玩 開心
0.0,九 份 美食 吃 中 吃 房間 乾淨 舒適 程度 媲美 五星級 飯店
0.0,很多 貼心 細節 靜待 來客 體會 感覺 到 老闆 花 很多 心思 提供 旅人 舒適 住宿 空間
0.0,地點 不錯 房間 外面 有 陽台 看 海景 缺點 浴室 沐浴乳 沒 補
0.0,裝潢 設備 不錯 清潔度 欠佳 房間 地板 桌子 床頭 椅子 沙子 浴缸 有 些 頭髮
0.0,"早餐 簡單 2, 風景 5, 房型 風格 5, 隔音(A) 3, 停車 方便 8"
0.0,老闆娘 親切 漂亮 介紹 美食 旅遊 地點 民宿 在 庭院 有 收養 ㄧ 隻 流浪 貓咪 可愛
0.0,離 中 停車場 超 近 民宿 房間 乾淨 令 人 滿意 老闆娘 無比 親切 熱情 服務
0.0,地點 棒 靠近 水社 遊客 中心 乾淨 舒適 喜愛 龍貓 主題 環境 佈置 首選
1.0,人潮 下降 明顯 狀況 而言 建議 民宿 主人 考慮 降低 房價
0.0,有 家 溫暖 有 5星級 飯店 舒適感 有 像 好友 般 熱情 主人 這 家 民宿 棒
0.0,空間 寬敞 燈光 明亮 床墊 軟 廁所 乾淨 有 腳踏車 騎 好 山 好 水 好 風景
0.0,烤 肉 唱 KTV 房間 比 照片 大 舒適 推薦 親子 朋友 前來
1.0,冰箱 有 免費 水 飲料 有 提供 咖啡 茶包 餅乾 下 次 住宿
0.0,乾淨 舒適 燈光 美 氣氛 佳 床 軟 推薦 201 中國風 有 按摩椅 大 按摩 浴缸
0.0,房間 大 品質 好 裝潢 質感 高級 花俏
0.0,有 不少 可愛 怕生 貓咪 業者 本身 經營 餐廳 島 上 旅遊 行程 機車 出租
0.0,住 想 體驗 在 虎井 住宿 虎井 有 不錯 景觀 船班 太少 可惜
1.0,樓下 來來 鮮魚湯 老闆 開 吃飯 有 機車 租 房客 優惠 50 元 方便
0.0,旅館 老舊 房間 大 有 溫泉池 沒 溫泉 冬天 看 海浪 夏日 好
0.0,25 坪 原木 裝潢 外面 露台 有 2 張 躺椅 看到 遠處 海邊 庭院 整 個 景色 愜意 優美
0.0,放空 咖啡 夕陽 海景 給 它 滿分
0.0,地點 棒 距離 捷運站 500 公尺 旁邊 有 便利商店 餐廳 酒吧 林立 離 百貨 商圈
0.0,室 內 裝潢 衛生 環境 我 滿意 說 服務 品質 住宿 體驗 我 給 4 顆 星 繼續 加油
0.0,房間 衛浴 放置 物品 掛 衣服 地方 有待 改善
0.0,民宿 位於 朝日 溫泉 附近 這邊 吃 店家 很少 建議 在 鬧區 用餐
0.0,房間 舒適 距離 市區 遠 住宿 附 早餐 不便
1.0,老闆 熱情 住宿 環境 棒 有 行程 講解 活動 套票 優惠
0.0,逛街 購物 蛋黃區 設備 還可以 有 開車 建議 到 有 位子 停車
0.0,這 家 我 在 住 爛 旅館 房間 小 早餐 我 吃 爛
0.0,水龍頭 水 小 隔音(A) 差 壁紙 掉落 冰箱 有 上 一 位 客人 飲品
0.0,房間 舒適 乾淨 環境 令 人 放鬆
0.0,老闆 老闆娘 親切 推薦
0.0,風景 優美 民宿 整齊 清潔 老闆 親切
0.0,普通 房間 整齊 外觀 不行 早餐 種類 少 算 房客 日本人 居多
0.0,乾淨 舒適 服務 親切 有 腳踏車 借 電視 品質 普通 為 衛星 日本 電視
0.0,四 人 房 空間 大 環境 簡單 乾淨 服務 人員 親切 可惜 晚上 隔音(A) 好
0.0,三樓 屋頂 適合 看 海 棒 地方 服務 親切 房間 安靜
0.0,地點 離 機場 近 方便 民宿 房間 公用(A) 空間 乾淨 廁所 大 間
1.0,頂樓 放空 發呆 cp值 高 好 民宿 小 管家 和善 對 房客 好
0.0,有 家 溫暖 飯店 舒適 有 小 管家 親切 招待 有 機會 拜訪
0.0,環境 清幽 房型 舒適 獨棟(A) 別墅 火車 鐵軌 高山 雲 繞 一覽無遺
0.0,室 內 迴音 大 整體 上 值得 推薦 好 民宿
0.0,隔音(A) 差 晚上 聽 到 隔壁 房間 聲音 早上 被 隔壁 建築 施工 噪音 吵到 睡覺
0.0,近 捷運站 服務 親切 環境 舒適 早餐 提供 吐司 自理
0.0,三樓 廁所 空間 偏 小 免(A) 治 馬桶 品質 不錯
0.0,吵 沒有 停車位 沒有 晚餐 早餐 房間 小 透天厝
1.0,多 3 個 小孩 每 人 加收 300 沒 多 備 品 沒 多 床 老闆 愛 錢
0.0,簡單 乾淨 店員 像 韓國 花美男
0.0,菜 西式(A) 自助 烤 吐司 提供 花生 草莓 抹醬 飲料 冰 紅茶 三合一 熱 咖啡
0.0,乾淨 雙人房 空間 小 隔音(A) 效果 差 早餐 選擇性 沒 那麼多
0.0,南海 飯店 員工 服務 好 係 櫃檯 職員 執房 服務員 態度 友善 親切
0.0,服務 超棒 門房 阿伯 有 活力 親切 整 個 大眾 女湯 設備 空間 寬敞 宜人
0.0,大眾池 泡湯 宛如 置身 日本 餐 食材 手藝 好 台北 近郊 放鬆 身心 好 選擇
1.0,路過 喝 杯 免費 咖啡 服務員 態度 友善 提供 手機 充電 有 溫度 飯店
0.0,熱情 老闆娘 招待 周到 環境 舒適 裡面 大 草皮 適合 親子 活動
0.0,民宿 餐飲 所有 服務 採 預約制 老闆娘 料理 手藝 好 建物 內外 優雅
0.0,下午茶 蛋糕 好吃 放鬆 地方
1.0,素食 便當 湯 好喝 旅行社 定價 400 晚餐 菜色 口味 價值 誠意 不足
0.0,房間 普通 櫃檯 親切 貼心 介紹 附近 景點
0.0,出菜 速度 快 菜品 不錯 服務 人員 態度 良好
0.0,民宿 景美 房間 設施 老舊 熱水 穩 服務 人員 親切 早餐 自助式(A) 餐點 美味
1.0,環境 乾淨 價錢 合理 老闆 員工 親切 有禮 太平山 旅 好 選擇
0.0,環境 清幽 山景 美 浴室 乾凈 滿足 有 潔癖 職業病 我 支持 加油
0.0,服務 親切 附近 有 攤販 店家 吃 方便 房間 乾凈 早餐 好吃 推薦 入住
0.0,停車 位置 有 門 前 旅店 後方 空地 停滿 另 尋 車位 方便
0.0,枕頭 高 看 個人 挑睡 設備 偏 老舊 人員 服務 親切
0.0,區 南海 遊客 中心 10多 分 距離 舒服 想 住
1.0,螞蟻 房 內 水 大 小 黃黃 要價 5800 坑 800 價值
1.0,請 大家 找 好 值得 您 花錢 民宿 踩 雷 怪 我 提醒
0.0,環境 清幽 房間 整潔 早餐 美味 可口 咖啡 有機(A) 豆漿 好喝 讚 下 回見
0.0,乾淨 舒適 玻璃屋 草坪 悠閒 時光 好 地方
1.0,房間 沒 電視 沒 冰箱 浴室 共用 cp值 低
0.0,二樓 岑嵐 窗戶 看 到 美景 晚上 老闆 煮 黑糖 芋圓 好吃 早餐 蒸 蛋 超棒
0.0,房間 大 感覺 質感 好 民宿 業者 貼心 幫 我們 找 停車位 用心 介紹 九份 景點
0.0,老闆 老闆娘 人 親戚 好 老闆娘 漂亮 有 活力 料理 餐點
0.0,房間 明亮 寬敞 乾淨 浴缸 佳 水壓 舒適 主人 親切 服務 勤快 寶貝 愛車 停車 便利
0.0,隔音(A) 差 一樓 大廳 聊天 聲音 穿到 二三樓 聽 到 爛
0.0,地點 在 鬧區 購物 用餐 近 走路 即可 四 人 房 大 乾淨 舒服 棒 民宿 推
1.0,房價 親民 老闆 親切
1.0,價格 平價 五星級 服務
0.0,推薦 各位 建議 其他
0.0,有 平面 停車場 早餐 宵夜 有 素食區 餐廳 經理 服務 熱沉 房間 乾淨 舒適
1.0,cp值 高 早餐 宵夜 蘿蔔糕 沾 花生 辣醬 美味 生菜 沙拉 新鮮 推薦 淋 油醋醬
0.0,特別 有 提供 宵夜 澱粉類 跟 甜點 樓下 一樓 有 提供 餅乾 咖啡 飲料 坐 一下
0.0,兩 位 年輕 老闆娘 熱情 房間 舒服 民宿 有 電梯 早餐 馬祖 特色 繼光餅
0.0,老闆 爸 媽 一家人 有 問 答 親切 注意 班機 狀況 給予 建議 一 間 有 溫度 住宿
0.0,房間 新 設備 好 廁所 有 厲害 免治(A) 馬桶 在 日本 飯店 有 看過 這 種 規格
0.0,地點 好 近 交流道 臨近 傳藝 風景 怡人 造景 漂亮 有 船 划 房間 溫馨 老闆 熱情
1.0,戶外 設施 沒 人 養護 泳池 變成 綠色 烤 肉 戶外 活動 加 錢 推薦
0.0,歐洲 風情 美 老闆 親切 一望無際 視野 眺望 龜山島 五星級 民宿
0.0,附近 吃 民雄 鵝肉亭 花亭 壽司 廟 前 碳烤 雞排 連長 水餃
0.0,食材 新鮮 生魚片 肉類 料理 美味 餐廳 環境 適合 久 坐 聊天 有 賣 很多 辦手禮
0.0,有 停車場 服務 人員 讚 今日 吃 蔬食餐 菜色 棒 下 次
0.0,獨立 空間 房間 乾淨 頂樓 設置 室 外 浴缸 特別
0.0,老闆娘 親切 環境 好 裝潢 氣氛 我 目前 住 民宿 裡 給 我 感覺 好
0.0,民宿 乾淨 舒適 民宿 主人 熱情 有趣 推薦 很多 景點 食物 不錯
0.0,和 盥洗 用品 浴室 附 洗衣機 烘衣機 為 投幣式 早餐 有 粥品 吐司 麵包 果醬
0.0,有 設計感 服務 人員 親切 外部 裝潢 美 房間 內部 老舊
0.0,優點 離 車站 10 分鐘 附近 飾品 批發 區域 到 寧夏 夜市 方便
0.0,空間 寬敞 主人 對 庭園 經營 用心 種植 很多 種類 植物 樹 照顧 動物 們 慈愛
0.0,住宿 周遭 生態環境 優美 兩 人 房 內 沒有 沙發 椅子 電視 頻道 選擇 多
0.0,房間 乾淨 好 睡 房東 夫妻 好 nice 一切 棒 推薦
0.0,老闆 親切 熱情 房間 老舊 ㄧ些 窗 外 海景 棒 值得
0.0,態度 親切 推薦 景點 飽 馬祖 得天獨厚 地理 景觀 輕鬆 旅遊
0.0,老闆 熱心 親切 提供 機場 接送 租借 機車 全新 感謝 老闆 這 幾 天 照顧
0.0,接 電話 小姐 超棒 服務 一級 棒 隔音(A) 效果 好 床 枕頭 好 睡 房間 乾淨 舒服 值得 訪
1.0,飯店 業者 停車場 協調 好 讓 客人 面對 停車 費用 問題
1.0,週日 晚 1700 入住 CP值 高 早餐 中西(A) 葷 素 咖啡 豆漿 果汁 奶茶 熱湯 應有盡有
0.0,營地 願意 改善 訊號 衛浴 熱水 垃圾桶 我 相信 這裡 清幽 風景 好 體驗
0.0,桌菜 份量 很少 好多 露友 說 吃 飽
0.0,水管 爆掉 三 次 可怕 沒 訊號 聯絡 老闆
0.0,大廳 工業風 設計 享用 好吃 餐點 綠島 熱 吃飯 有 冷氣 讚
0.0,環境 舒適 房 內 乾淨 寬敞 家庭房 有 按摩 浴缸 老闆 親切 地點 優 潛水 方便
0.0,熱情 老闆 舒適 用餐 休息區 乾淨 大 淋浴 空間 推推
0.0,民宿 主人 親切 全 柚木 裝潢 房間 質感 佳 回 三 訪 ㄧ樣 有 品質
0.0,一 間 有 溫度 民宿 從 房子 裡 每 一 個 細節 感受到 老闆 闆娘 對 房子 用心
0.0,5 建議 老板 提供 單車 租借 服務 量 多 意思 意思 三 四 輛 隨緣 用
0.0,老闆娘 蔡 姐 友善 親切 個 有 家 感覺 民宿 推推
0.0,好 下 次 到訪 台東 考慮 入住 民宿
0.0,乾淨 闆娘 親切 和藹 帶 毛小孩
0.0,房間 舒適 老闆 人 親切 花蓮 美食 私房(A) 景點 找 老闆 對
0.0,一樓 大廳 有 提供 飲水 咖啡 茶包 自由 使用
0.0,在 網路 訂房 電話 確認 訂房 時 主動 告知 提供 盥洗 用具 毛巾 浴巾 自備
0.0,民宿 乾淨 老闆 親切 烤肉區 停車區 大 房間 環境 好 推薦 這裡
1.0,房間 乾淨 整齊 物美價廉 適合 全 家 大小 朋友 來 宜蘭 遊玩 時 有 個 好 睡眠 品質 推推
1.0,房間 乾淨 房價 高 浴室 備品量 不足 洗髮精 沐浴乳 小 包
1.0,房間 大 乾淨 大廳 有 書 有 玩 棒 晚餐 五 菜 一 湯 800 元 CP值 高
1.0,日月潭 內 中低價位 度假 飯店 停車場 大 早餐 在 湖 邊 森林 裡面 吃 浪漫
1.0,日月潭 邊 風光明媚 戶外 座位 景觀 好 餐點 口味 佳 貴 空間 舒適
0.0,舒適 衛生 機能性 佳 逛 安平 吃 美食 便利
0.0,乾淨 舒服 民宿 老闆娘 親切
0.0,老闆 服務 親切 房間 乾淨 舒暢
0.0,第一 次 住 民宿 看到 老闆娘 風景 不錯 頂樓 看到 火車 到 吵
0.0,兒子 娃娃 忘 在 民宿 感謝 熱心 親切 闆娘 寄回 房間 溫馨 舒適
0.0,老闆 親切 房間 乾淨 一樓 以外 樓層 wifi 訊號 差
0.0,老闆 人 好 有 家 味道 令 人 放鬆 身心
0.0,離 市中心 近 老闆 貝殼 導覽 專業
0.0,現代 風格 民宿 建築 有 得 設計獎 老闆 人 親切
1.0,舒適 房間 親切 老闆 棒 氛圍 優 價錢
0.0,最佳(A) 民宿 欣賞 美麗 安平港
1.0,超值 住宿 雙人 湯屋房 店家 推薦 餐館 好 風華 不再 感 舒適
0.0,地點 佳 公共(A) 設施 良好 接待 親切 有禮 溫泉池 大 有 按摩 spa 床 好 睡
0.0,家庭 經營 服務 裝潢 用品 像 企業 飯店 整齊
1.0,房間 空間 大 乾淨 有 設計感 房 內 提供 免費 點心 飲料 距離 六合 夜市 近
0.0,淋浴 大 蓮蓬頭 按摩枕 棒 早餐 不錯 氣氛 好 桌子 低 床 容易 晃
1.0,環境 乾淨 裝潢 設計 新穎 空調 沒有 煙味 cp值 高
0.0,三星 飯店 有 浴缸 近 中正 紀念堂 站 雙人床 用 兩 小 床 拼
0.0,設備 新穎 空間 寬廣 服務 人員 棒 對 親子 家庭 友善 下 次 推薦 親友 入住
0.0,房 內 設施 不錯 晚班 櫃臺 那 個 女 臉 知道 在 臭 什麼 問話 愛 理不理
0.0,房間 衛浴 品質 棒 乾淨 老闆 員工 親切
0.0,優閒 美好 文青風 民宿 帶 小孩 ok.  很多 桌遊 書 玩
0.0,老闆 風趣 好聊 青旅 環境 不錯 喜歡 一樓 空間 藏書
1.0,CP值 高 地點 優勢 對面 夜市 小吃 便利 房間 稱 舒適 寬廣 洗衣 烘衣 設備 貼心
0.0,距離 小港 機場 出國 搭 早班 飛機 前 住宿 最佳(A) 選擇
1.0,飯店 早餐 好吃 值 高 推薦
1.0,地 下 公共(A) 空間 接待處 客房 廚房 輕食 餐廳 免費 早餐 在 這
0.0,地點 方便 氣氛 溫馨 晚上 夜遊 天氣 好 景色 美 有 機會 訪
0.0,桌遊 電腦 雜誌 隔天 十一點 退房 二樓 室 內 飲食 整體 算 滿意
0.0,環境 整潔 房間 雙人床 加大 睡起來 舒適 老闆娘 熱心 有 烤 肉 場地 值得 推薦
0.0,老闆人 親切 服務 好 早餐 豐盛 環境 超棒 乾淨 烤 肉 讚
1.0,近 西門站 交通 便利 價格 便宜 住宿 房間 有 異味 推薦
1.0,飯店 在 西門町 方便 逛街 服務 親切 房價 親民 cp值 高
0.0,訂房 訂單 直接 取消 接 電話 服務 人員 負責任 態度 差 爛
0.0,棒 地方 野菜 烤 肉 醃漬 梅子 好玩
0.0,環境 優美 房間 乾淨 庭園 漂亮 度假 不錯 選擇
1.0,CP值 高 老闆 親切 服務 週到
0.0,環境 安靜 近 晴光 夜市 小吃 選擇 多 隔音(A) 好 易 受 隔壁 房間 聲音 打擾 睡眠
1.0,停車場 人員 說 上限 200 元 月租 用戶 有 給 房客 這 什麼 唬爛 信息
0.0,早餐 精緻 設備 新穎 有 陽台 浴缸 棒
0.0,房間 有 一 盞 燈 燈光 教 昏暗 浴室 門 附鎖 上廁所 洗澡 尷尬
0.0,設備 齊全 吹風機 洗衣機 有 地方 乾淨 靠近 車站
0.0,隔音(A) 差 站 在 走廊 明顯 別人 在 做 什麼 事 聽 一清二楚
0.0,地點 好 房間 大 環境 幽靜 庭院 有 小 沙坑 溜滑梯 孩子 愛
1.0,CP 質 高 爆推 老闆娘 極品 海鮮粥 早餐 料 好 實在 讚
0.0,晚上 9點半 店家 貼心 配合 我 時間 協助 載送 行李 到 機場 覺得 服務 棒
0.0,前台 人員 餐廳 員工 服務 棒 房間 樓中樓 棒 主動 升級 6 人 房 房間 2
0.0,臨近 八仙山 風景區 飯店 舒適 服務 人員 熱情 親切 有 會議 場地 適合 公司 舉辦 活動
1.0,設施 多 適合 全 家 團體 出遊 泡湯 桌菜 物美價廉 工作 人員 服務 態度 好 有 熱忱
0.0,裡面 文創風 擺設 棒 可惜 一樓 部分 面積 跟 二樓 交誼廳 出租給 印度 餐廳
0.0,房間 有 小 沙發區 方便 房型 臨時 入住 選擇 有 雙床房 下 次 台中行 住
0.0,整體 環境 漂亮 來到 歐洲 玫瑰 親子房 內 玩具 溜滑梯 讓 小孩 玩 到 想 離開
0.0,完美 住宿 體驗 房間 浴室 大廳 戶外 漂亮 早餐 擺盤 精緻
0.0,超美 超讚 滿足 女孩 住 城堡 幻想 服務 好 為 旅程 加 滿分
0.0,服務 棒 室 內 裝潢 有 特色 可惜 浴室 沒有 擺 盥洗 用具 地方
0.0,櫃臺 小姐 親切 房間 煙味 重 早餐 品質 內容 不佳 待 加強
0.0,隔音(A) 建築 問題 隔壁 樓上 聲音 難免
0.0,一樓 有 一 間 四 人 房 適合 家庭 有無 障礙 需求 者 使用 有 電梯 到 二樓 以上 樓層
0.0,空間 寬敞 舒適 裝潢 精致 具有 特色 房間 乾淨 未來 有 機會 定 訪
0.0,態度 好 喜宴 主人家 出錢 讓 客人 住宿 找 客人 收錢 讓 主人家 丟臉
0.0,算 在 整 個 區域 內 中心點 山莊 主人 家人 親切 房間 設備 簡單 乾淨
1.0,老板 親切 有禮 房間 內部 功能 齊全 值得 推薦 一 家 民宿 cp  值 高
0.0,四 人 房 不錯 有 附 泡麵 餅乾 飲料 開水 池坑 大 早餐 老闆娘 做 燒餅 不錯 吃
1.0,一 分 錢 一 分 貨 服務 品質 跟 房間 設施 符合 飯店 價錢 有 品質
1.0,CP值 高 值得 推薦 住宿 礁溪 溫泉 會館
0.0,星期六 台南 行程 吃完 早餐 走去
0.0,吃完 走去 烏鬼井 回 民宿 退房
0.0,需要 熱水 公共區 有 飲水機 嶄新(A) 浴室 使用 開心
1.0,住宿費 高 高 一 間 旅館
0.0,老闆娘 服務 親切 誠懇 詢問 房間 相關 問題 清楚 服務 周到 好 民宿
0.0,買 咖啡 蓋子 蓋好 交給 客人 害 我 在 車 上 咖啡 灑滿 車
0.0,乾淨 明亮 來 出差 住宿 感覺 像 回到 自己 家 一樣 舒適
0.0,地點 好找 停車 方便 住宿 房間 乾淨 衛生 服務 人員 親切 值得 推薦 住宿 飯店
0.0,服務 好 早餐 部分 有 沙拉區 熟食區 麵包區 稀飯區 自己 燙 切仔麵
1.0,距離 安平 古蹟 景點 最近 四星(A) 飯店 高貴 貴 我們 家 住 面河 景觀房
0.0,不錯 環境 室 內 佈置 特別 二樓 泡茶 菜色 ok 食材 新鮮 推 師傅 做 手捲
0.0,甜點 秋冬 季節 有 日式(A) 螃蟹 火鍋 湯頭 鮮美 推薦 秋冬 季節 火鍋
1.0,在 宜蘭 眾多 無 菜單 料理 中 餐點 在 水準 之上 價格 算 合理 店 內 庭院 用餐 環境 佳
0.0,老闆 幫忙 訂 行程 熱切 告訴 我們 欣賞 煙火 位置 超讚 停車 地點 專業
1.0,離 沙灘 機場 近 方便 老闆 親切 房間 簡單 乾淨 舒適 價錢 便宜
0.0,像 回到 澎湖 家 這 體會 慢活
0.0,本 館 通往 新館 通道 有 濃厚 怪味 房間 隔音(A) 好 早餐 一般 餐廳 視野 不錯
1.0,新館 舒適 價格 家庭房 3 人 1 小孩 說 算 有 浴缸 給 小朋友 泡澡 玩水
0.0,地點 優良 比起 其他 飯店 多 停車場 優勢 風景 好
0.0,房間 空間 大 環境 舒適 老闆 老闆娘 人 不錯 健談
0.0,到 甚麼 噪音 有 提供 停車位 在 民宿 騎樓 老闆娘 熱情 指揮 停車
0.0,特別 注意 這邊 環保 旅館 提供 毛巾 浴巾 牙刷 需要 自備 沒有 電梯
0.0,三樓 三 人 房 頂樓 加蓋 想 花 這樣 錢 入住 那 間 房間
0.0,環境 空間 舒適 渡假 好 地方 有 些 設備 舊 泳池 讚
0.0,人 多 包 棟 好好玩 有 泳池 桌球 撞球 麻將 唱歌 烤 肉 SPA 池 廚房 大
0.0,優質(A) 旅館 香港 行銷 團隊 經營 旅館 服務 周到 房間 空間 舒適 設備 新穎 裝潢 高雅
0.0,包廂 桌菜 採 預約制 9900 起跳 調整 菜色 重慶 水煮 牛 鵝肝 乳豬 好吃
0.0,夜晚 酒吧 點 杯 調酒 坐 在 天台 賞 夜景 浪漫 下 次 到 高雄 住 這 家 飯店
0.0,大門 電子 門禁 房間 門 普通 鎖
0.0,整體 環境 不錯 設備 算 新穎 有 有 住在 四樓 有 一 個 小小 電梯
0.0,房況 差 門鎖 壞 修好 被子 單薄 舊 網路 騙 大
0.0,老闆娘 親切 對待 每 個 住宿 客人 好
0.0,新 房子 設備 新 老闆 親切
0.0,澎湖 設施 棒 民宿 姐姐 親切 澎湖 第一 首選
1.0,棒 住宿 體驗 CP  值 高 空間 乾淨 整潔 床 舒服 一樓 餐點 營養 好吃
0.0,設備 新 早餐 好吃 四 人 房 偏 小 離 市區 老街 近
0.0,房間 標準 咖啡 好喝 地點 方便
0.0,氣氛 好 房間 小 隔音 差 浴室 狹小 方便
0.0,木屋 於 叢叢 果樹 間 耒 此 渡假 四 季 採 水果 樂
0.0,神秘 地方 地處 偏遠 老闆娘 人 親切 遠離 塵囂 親近 大自然
